thr,n_gt,n_hit,n_hit_family,n_fp,n_scans,sensitivity,sensitivity_family,fp_per_scan
0.01,3401,1244,662,76171,1172,0.36577477212584536,0.19464863275507205,64.99232081911263
0.02,3401,1244,662,74239,1172,0.36577477212584536,0.19464863275507205,63.343856655290104
0.03,3401,1244,662,72292,1172,0.36577477212584536,0.19464863275507205,61.68259385665529
0.04,3401,1244,662,66753,1172,0.36577477212584536,0.19464863275507205,56.95648464163823
0.05,3401,1240,661,54999,1172,0.3645986474566304,0.1943546015877683,46.927474402730375
0.06,3401,1234,658,42664,1172,0.362834460452808,0.19347250808585711,36.40273037542662
0.07,3401,1221,649,33611,1172,0.35901205527785945,0.1908262275801235,28.678327645051194
0.08,3401,1191,629,27355,1172,0.35019112025874743,0.18494560423404882,23.340443686006825
0.09,3401,1140,586,22761,1172,0.33519553072625696,0.17230226403998825,19.420648464163822
0.1,3401,1082,557,18856,1172,0.3181417230226404,0.16377536018817995,16.088737201365188
0.11,3401,1019,521,15190,1172,0.29961775948250513,0.15319023816524552,12.96075085324232
0.12,3401,954,478,11889,1172,0.28050573360776243,0.14054689797118494,10.14419795221843
0.13,3401,890,446,9167,1172,0.26168773890032343,0.13113790061746544,7.821672354948806
0.14,3401,842,419,6964,1172,0.2475742428697442,0.12319905910026463,5.9419795221843
0.15,3401,762,389,5279,1172,0.22405174948544546,0.1143781240811526,4.5042662116040955
0.16,3401,708,364,4096,1172,0.2081740664510438,0.10702734489855925,3.4948805460750854
0.17,3401,633,342,3117,1172,0.18612172890326376,0.1005586592178771,2.659556313993174
0.18,3401,576,327,2309,1172,0.1693619523669509,0.09614819170832108,1.9701365187713311
0.19,3401,508,297,1675,1172,0.14936783299029696,0.08732725668920906,1.4291808873720135
0.2,3401,426,267,1185,1172,0.12525727727139077,0.07850632167009702,1.0110921501706485
0.21,3401,362,223,823,1172,0.10643928256395178,0.06556895030873272,0.7022184300341296
0.22,3401,311,192,569,1172,0.09144369303146134,0.05645398412231697,0.4854948805460751
0.23,3401,264,162,383,1172,0.07762422816818583,0.04763304910320494,0.3267918088737201
0.24,3401,220,146,261,1172,0.06468685680682153,0.04292855042634519,0.2226962457337884
0.25,3401,185,126,176,1172,0.054395765951190826,0.03704792708027051,0.15017064846416384
0.26,3401,155,109,116,1172,0.0455748309320788,0.03204939723610703,0.09897610921501707
0.27,3401,112,77,84,1172,0.03293149073801823,0.022640399882387533,0.07167235494880546
0.28,3401,85,61,57,1172,0.024992649220817408,0.017935901205527786,0.04863481228668942
0.29,3401,74,53,42,1172,0.02175830638047633,0.015583651867097913,0.03583617747440273
0.3,3401,53,37,34,1172,0.015583651867097913,0.010879153190238165,0.02901023890784983
0.31,3401,40,28,25,1172,0.011761246692149369,0.008232872684504558,0.021331058020477817
0.32,3401,32,22,19,1172,0.009408997353719493,0.006468685680682152,0.016211604095563138
0.33,3401,23,15,12,1172,0.006762716847985887,0.004410467509556013,0.010238907849829351
0.34,3401,17,12,7,1172,0.004998529844163481,0.0035283740076448105,0.005972696245733789
0.35,3401,11,7,4,1172,0.003234342840341076,0.0020582181711261394,0.0034129692832764505
0.36,3401,10,6,3,1172,0.002940311673037342,0.0017641870038224052,0.002559726962457338
0.37,3401,7,4,1,1172,0.0020582181711261394,0.0011761246692149367,0.0008532423208191126
0.38,3401,6,3,1,1172,0.0017641870038224052,0.0008820935019112026,0.0008532423208191126
0.39,3401,5,2,1,1172,0.001470155836518671,0.0005880623346074683,0.0008532423208191126
0.4,3401,5,2,1,1172,0.001470155836518671,0.0005880623346074683,0.0008532423208191126
0.41,3401,4,1,1,1172,0.0011761246692149367,0.00029403116730373417,0.0008532423208191126
0.42,3401,3,1,0,1172,0.0008820935019112026,0.00029403116730373417,0.0
0.43,3401,2,1,0,1172,0.0005880623346074683,0.00029403116730373417,0.0
0.44,3401,1,0,0,1172,0.00029403116730373417,0.0,0.0
0.45,3401,1,0,0,1172,0.00029403116730373417,0.0,0.0
0.46,3401,1,0,0,1172,0.00029403116730373417,0.0,0.0
0.47,3401,1,0,0,1172,0.00029403116730373417,0.0,0.0
0.48,3401,1,0,0,1172,0.00029403116730373417,0.0,0.0
0.49,3401,1,0,0,1172,0.00029403116730373417,0.0,0.0
0.5,3401,0,0,0,1172,0.0,0.0,0.0
0.51,3401,0,0,0,1172,0.0,0.0,0.0
0.52,3401,0,0,0,1172,0.0,0.0,0.0
0.53,3401,0,0,0,1172,0.0,0.0,0.0
0.54,3401,0,0,0,1172,0.0,0.0,0.0
0.55,3401,0,0,0,1172,0.0,0.0,0.0
0.56,3401,0,0,0,1172,0.0,0.0,0.0
0.57,3401,0,0,0,1172,0.0,0.0,0.0
0.58,3401,0,0,0,1172,0.0,0.0,0.0
0.59,3401,0,0,0,1172,0.0,0.0,0.0
0.6,3401,0,0,0,1172,0.0,0.0,0.0
0.61,3401,0,0,0,1172,0.0,0.0,0.0
0.62,3401,0,0,0,1172,0.0,0.0,0.0
0.63,3401,0,0,0,1172,0.0,0.0,0.0
0.64,3401,0,0,0,1172,0.0,0.0,0.0
0.65,3401,0,0,0,1172,0.0,0.0,0.0
0.66,3401,0,0,0,1172,0.0,0.0,0.0
0.67,3401,0,0,0,1172,0.0,0.0,0.0
0.68,3401,0,0,0,1172,0.0,0.0,0.0
0.69,3401,0,0,0,1172,0.0,0.0,0.0
0.7,3401,0,0,0,1172,0.0,0.0,0.0
0.71,3401,0,0,0,1172,0.0,0.0,0.0
0.72,3401,0,0,0,1172,0.0,0.0,0.0
0.73,3401,0,0,0,1172,0.0,0.0,0.0
0.74,3401,0,0,0,1172,0.0,0.0,0.0
0.75,3401,0,0,0,1172,0.0,0.0,0.0
0.76,3401,0,0,0,1172,0.0,0.0,0.0
0.77,3401,0,0,0,1172,0.0,0.0,0.0
0.78,3401,0,0,0,1172,0.0,0.0,0.0
0.79,3401,0,0,0,1172,0.0,0.0,0.0
0.8,3401,0,0,0,1172,0.0,0.0,0.0
0.81,3401,0,0,0,1172,0.0,0.0,0.0
0.82,3401,0,0,0,1172,0.0,0.0,0.0
0.83,3401,0,0,0,1172,0.0,0.0,0.0
0.84,3401,0,0,0,1172,0.0,0.0,0.0
0.85,3401,0,0,0,1172,0.0,0.0,0.0
0.86,3401,0,0,0,1172,0.0,0.0,0.0
0.87,3401,0,0,0,1172,0.0,0.0,0.0
0.88,3401,0,0,0,1172,0.0,0.0,0.0
0.89,3401,0,0,0,1172,0.0,0.0,0.0
0.9,3401,0,0,0,1172,0.0,0.0,0.0
0.91,3401,0,0,0,1172,0.0,0.0,0.0
0.92,3401,0,0,0,1172,0.0,0.0,0.0
0.93,3401,0,0,0,1172,0.0,0.0,0.0
0.94,3401,0,0,0,1172,0.0,0.0,0.0
0.95,3401,0,0,0,1172,0.0,0.0,0.0
0.96,3401,0,0,0,1172,0.0,0.0,0.0
0.97,3401,0,0,0,1172,0.0,0.0,0.0
0.98,3401,0,0,0,1172,0.0,0.0,0.0
0.99,3401,0,0,0,1172,0.0,0.0,0.0
