thr,n_gt,n_hit,n_hit_family,n_fp,n_scans,sensitivity,sensitivity_family,fp_per_scan
0.01,4016,1291,805,105850,1172,0.3214641434262948,0.20044820717131473,90.31569965870307
0.02,4016,1291,805,105376,1172,0.3214641434262948,0.20044820717131473,89.91126279863481
0.03,4016,1291,805,103919,1172,0.3214641434262948,0.20044820717131473,88.66808873720136
0.04,4016,1289,805,95086,1172,0.3209661354581673,0.20044820717131473,81.13139931740615
0.05,4016,1279,800,67825,1172,0.3184760956175299,0.199203187250996,57.87116040955632
0.06,4016,1248,783,43638,1172,0.3107569721115538,0.19497011952191234,37.23378839590443
0.07,4016,1196,755,29831,1172,0.29780876494023906,0.1879980079681275,25.453071672354948
0.08,4016,1148,720,21378,1172,0.2858565737051793,0.17928286852589642,18.24061433447099
0.09,4016,1082,682,15569,1172,0.2694223107569721,0.1698207171314741,13.284129692832764
0.1,4016,1010,634,11292,1172,0.25149402390438247,0.15786852589641434,9.634812286689419
0.11,4016,919,575,8324,1172,0.22883466135458166,0.1431772908366534,7.102389078498294
0.12,4016,826,514,6156,1172,0.2056772908366534,0.12798804780876494,5.252559726962457
0.13,4016,735,462,4593,1172,0.1830179282868526,0.1150398406374502,3.9189419795221845
0.14,4016,658,415,3595,1172,0.16384462151394422,0.10333665338645419,3.06740614334471
0.15,4016,603,390,2820,1172,0.15014940239043825,0.09711155378486055,2.4061433447098977
0.16,4016,529,347,2231,1172,0.1317231075697211,0.08640438247011953,1.9035836177474403
0.17,4016,460,316,1727,1172,0.1145418326693227,0.07868525896414343,1.4735494880546076
0.18,4016,388,276,1338,1172,0.09661354581673307,0.06872509960159362,1.1416382252559727
0.19,4016,339,248,987,1172,0.08441235059760956,0.061752988047808766,0.8421501706484642
0.2,4016,290,213,720,1172,0.07221115537848606,0.05303784860557769,0.6143344709897611
0.21,4016,230,172,493,1172,0.05727091633466135,0.04282868525896414,0.4206484641638225
0.22,4016,191,142,332,1172,0.0475597609561753,0.035358565737051796,0.2832764505119454
0.23,4016,155,117,222,1172,0.03859561752988048,0.029133466135458166,0.189419795221843
0.24,4016,130,98,151,1172,0.03237051792828685,0.02440239043824701,0.128839590443686
0.25,4016,110,85,99,1172,0.027390438247011952,0.021165338645418325,0.08447098976109214
0.26,4016,81,60,72,1172,0.020169322709163346,0.014940239043824702,0.06143344709897611
0.27,4016,67,49,55,1172,0.016683266932270915,0.012201195219123506,0.04692832764505119
0.28,4016,52,37,35,1172,0.012948207171314742,0.009213147410358566,0.029863481228668942
0.29,4016,45,32,24,1172,0.011205179282868526,0.00796812749003984,0.020477815699658702
0.3,4016,37,28,13,1172,0.009213147410358566,0.0069721115537848604,0.011092150170648464
0.31,4016,28,22,7,1172,0.0069721115537848604,0.005478087649402391,0.005972696245733789
0.32,4016,21,18,6,1172,0.005229083665338645,0.004482071713147411,0.005119453924914676
0.33,4016,14,11,3,1172,0.0034860557768924302,0.0027390438247011954,0.002559726962457338
0.34,4016,8,8,2,1172,0.00199203187250996,0.00199203187250996,0.0017064846416382253
0.35,4016,6,6,1,1172,0.00149402390438247,0.00149402390438247,0.0008532423208191126
0.36,4016,4,4,1,1172,0.00099601593625498,0.00099601593625498,0.0008532423208191126
0.37,4016,3,3,1,1172,0.000747011952191235,0.000747011952191235,0.0008532423208191126
0.38,4016,2,2,1,1172,0.00049800796812749,0.00049800796812749,0.0008532423208191126
0.39,4016,1,1,1,1172,0.000249003984063745,0.000249003984063745,0.0008532423208191126
0.4,4016,0,0,0,1172,0.0,0.0,0.0
0.41,4016,0,0,0,1172,0.0,0.0,0.0
0.42,4016,0,0,0,1172,0.0,0.0,0.0
0.43,4016,0,0,0,1172,0.0,0.0,0.0
0.44,4016,0,0,0,1172,0.0,0.0,0.0
0.45,4016,0,0,0,1172,0.0,0.0,0.0
0.46,4016,0,0,0,1172,0.0,0.0,0.0
0.47,4016,0,0,0,1172,0.0,0.0,0.0
0.48,4016,0,0,0,1172,0.0,0.0,0.0
0.49,4016,0,0,0,1172,0.0,0.0,0.0
0.5,4016,0,0,0,1172,0.0,0.0,0.0
0.51,4016,0,0,0,1172,0.0,0.0,0.0
0.52,4016,0,0,0,1172,0.0,0.0,0.0
0.53,4016,0,0,0,1172,0.0,0.0,0.0
0.54,4016,0,0,0,1172,0.0,0.0,0.0
0.55,4016,0,0,0,1172,0.0,0.0,0.0
0.56,4016,0,0,0,1172,0.0,0.0,0.0
0.57,4016,0,0,0,1172,0.0,0.0,0.0
0.58,4016,0,0,0,1172,0.0,0.0,0.0
0.59,4016,0,0,0,1172,0.0,0.0,0.0
0.6,4016,0,0,0,1172,0.0,0.0,0.0
0.61,4016,0,0,0,1172,0.0,0.0,0.0
0.62,4016,0,0,0,1172,0.0,0.0,0.0
0.63,4016,0,0,0,1172,0.0,0.0,0.0
0.64,4016,0,0,0,1172,0.0,0.0,0.0
0.65,4016,0,0,0,1172,0.0,0.0,0.0
0.66,4016,0,0,0,1172,0.0,0.0,0.0
0.67,4016,0,0,0,1172,0.0,0.0,0.0
0.68,4016,0,0,0,1172,0.0,0.0,0.0
0.69,4016,0,0,0,1172,0.0,0.0,0.0
0.7,4016,0,0,0,1172,0.0,0.0,0.0
0.71,4016,0,0,0,1172,0.0,0.0,0.0
0.72,4016,0,0,0,1172,0.0,0.0,0.0
0.73,4016,0,0,0,1172,0.0,0.0,0.0
0.74,4016,0,0,0,1172,0.0,0.0,0.0
0.75,4016,0,0,0,1172,0.0,0.0,0.0
0.76,4016,0,0,0,1172,0.0,0.0,0.0
0.77,4016,0,0,0,1172,0.0,0.0,0.0
0.78,4016,0,0,0,1172,0.0,0.0,0.0
0.79,4016,0,0,0,1172,0.0,0.0,0.0
0.8,4016,0,0,0,1172,0.0,0.0,0.0
0.81,4016,0,0,0,1172,0.0,0.0,0.0
