thr,n_gt,n_hit,n_hit_family,n_fp,n_scans,sensitivity,sensitivity_family,fp_per_scan
0.01,3401,1195,782,87280,1172,0.35136724492796234,0.22993237283152015,74.47098976109216
0.02,3401,1195,782,86826,1172,0.35136724492796234,0.22993237283152015,74.08361774744027
0.03,3401,1195,782,85696,1172,0.35136724492796234,0.22993237283152015,73.11945392491468
0.04,3401,1194,782,80570,1172,0.35107321376065864,0.22993237283152015,68.74573378839591
0.05,3401,1190,780,62238,1172,0.3498970890914437,0.22934431049691267,53.10409556313993
0.06,3401,1177,774,42733,1172,0.34607468391649515,0.22758012349309026,36.46160409556314
0.07,3401,1148,752,29773,1172,0.33754778006468683,0.2211114378124081,25.40358361774744
0.08,3401,1105,718,21415,1172,0.3249044398706263,0.21111437812408115,18.272184300341298
0.09,3401,1044,680,15605,1172,0.3069685386650985,0.19994119376653927,13.314846416382252
0.1,3401,977,632,11325,1172,0.28726845045574834,0.18582769773596,9.66296928327645
0.11,3401,889,574,8354,1172,0.2613937077330197,0.16877389003234342,7.1279863481228665
0.12,3401,802,514,6180,1172,0.23581299617759482,0.15113201999411938,5.273037542662116
0.13,3401,715,463,4613,1172,0.21023228462216995,0.13613643046162893,3.9360068259385668
0.14,3401,640,417,3613,1172,0.1881799470743899,0.12261099676565716,3.082764505119454
0.15,3401,585,391,2838,1172,0.1720082328726845,0.11496618641576008,2.4215017064846416
0.16,3401,512,348,2248,1172,0.1505439576595119,0.1023228462216995,1.918088737201365
0.17,3401,445,317,1742,1172,0.13084386945016171,0.09320788003528374,1.4863481228668942
0.18,3401,378,278,1348,1172,0.11114378124081152,0.08174066451043811,1.1501706484641638
0.19,3401,330,250,996,1172,0.09703028521023228,0.07350779182593355,0.8498293515358362
0.2,3401,283,215,727,1172,0.08321082034695677,0.06321670097030285,0.6203071672354948
0.21,3401,227,175,496,1172,0.06674507497794767,0.051455454278153484,0.4232081911262799
0.22,3401,188,144,335,1172,0.05527785945310203,0.042340488091737724,0.2858361774744027
0.23,3401,153,119,224,1172,0.04498676859747133,0.03498970890914437,0.19112627986348124
0.24,3401,129,100,152,1172,0.037930020582181714,0.029403116730373418,0.1296928327645051
0.25,3401,109,87,100,1172,0.03204939723610703,0.025580711555424875,0.08532423208191127
0.26,3401,80,62,73,1172,0.023522493384298737,0.01822993237283152,0.06228668941979522
0.27,3401,66,50,56,1172,0.019406057042046457,0.014701558365186709,0.04778156996587031
0.28,3401,51,38,36,1172,0.014995589532490444,0.0111731843575419,0.030716723549488054
0.29,3401,44,33,25,1172,0.012937371361364304,0.009703028521023229,0.021331058020477817
0.3,3401,36,28,14,1172,0.010585122022934431,0.008232872684504558,0.011945392491467578
0.31,3401,27,22,8,1172,0.007938841517200824,0.006468685680682152,0.006825938566552901
0.32,3401,20,18,7,1172,0.005880623346074684,0.0052925610114672155,0.005972696245733789
0.33,3401,13,11,4,1172,0.0038224051749485444,0.003234342840341076,0.0034129692832764505
0.34,3401,8,8,2,1172,0.0023522493384298734,0.0023522493384298734,0.0017064846416382253
0.35,3401,6,6,1,1172,0.0017641870038224052,0.0017641870038224052,0.0008532423208191126
0.36,3401,4,4,1,1172,0.0011761246692149367,0.0011761246692149367,0.0008532423208191126
0.37,3401,3,3,1,1172,0.0008820935019112026,0.0008820935019112026,0.0008532423208191126
0.38,3401,2,2,1,1172,0.0005880623346074683,0.0005880623346074683,0.0008532423208191126
0.39,3401,1,1,1,1172,0.00029403116730373417,0.00029403116730373417,0.0008532423208191126
0.4,3401,0,0,0,1172,0.0,0.0,0.0
0.41,3401,0,0,0,1172,0.0,0.0,0.0
0.42,3401,0,0,0,1172,0.0,0.0,0.0
0.43,3401,0,0,0,1172,0.0,0.0,0.0
0.44,3401,0,0,0,1172,0.0,0.0,0.0
0.45,3401,0,0,0,1172,0.0,0.0,0.0
0.46,3401,0,0,0,1172,0.0,0.0,0.0
0.47,3401,0,0,0,1172,0.0,0.0,0.0
0.48,3401,0,0,0,1172,0.0,0.0,0.0
