thr,n_gt,n_hit,n_hit_family,n_fp,n_scans,sensitivity,sensitivity_family,fp_per_scan
0.3,4016,55,41,21,1172,0.013695219123505976,0.010209163346613545,0.017918088737201365
0.31,4016,42,32,14,1172,0.01045816733067729,0.00796812749003984,0.011945392491467578
0.32,4016,29,23,13,1172,0.007221115537848605,0.005727091633466136,0.011092150170648464
0.33,4016,26,22,6,1172,0.006474103585657371,0.005478087649402391,0.005119453924914676
0.34,4016,20,18,5,1172,0.0049800796812749,0.004482071713147411,0.004266211604095563
0.35,4016,17,14,3,1172,0.004233067729083665,0.0034860557768924302,0.002559726962457338
0.36,4016,12,10,1,1172,0.00298804780876494,0.00249003984063745,0.0008532423208191126
0.37,4016,11,9,1,1172,0.0027390438247011954,0.0022410358565737054,0.0008532423208191126
0.38,4016,7,5,1,1172,0.0017430278884462151,0.001245019920318725,0.0008532423208191126
0.39,4016,5,4,1,1172,0.001245019920318725,0.00099601593625498,0.0008532423208191126
0.4,4016,2,1,1,1172,0.00049800796812749,0.000249003984063745,0.0008532423208191126
0.41,4016,1,0,0,1172,0.000249003984063745,0.0,0.0
0.42,4016,1,0,0,1172,0.000249003984063745,0.0,0.0
0.43,4016,1,0,0,1172,0.000249003984063745,0.0,0.0
0.44,4016,1,0,0,1172,0.000249003984063745,0.0,0.0
0.45,4016,1,0,0,1172,0.000249003984063745,0.0,0.0
0.46,4016,1,0,0,1172,0.000249003984063745,0.0,0.0
0.47,4016,0,0,0,1172,0.0,0.0,0.0
0.48,4016,0,0,0,1172,0.0,0.0,0.0
0.49,4016,0,0,0,1172,0.0,0.0,0.0
0.5,4016,0,0,0,1172,0.0,0.0,0.0
0.51,4016,0,0,0,1172,0.0,0.0,0.0
0.52,4016,0,0,0,1172,0.0,0.0,0.0
0.53,4016,0,0,0,1172,0.0,0.0,0.0
0.54,4016,0,0,0,1172,0.0,0.0,0.0
0.55,4016,0,0,0,1172,0.0,0.0,0.0
0.56,4016,0,0,0,1172,0.0,0.0,0.0
0.57,4016,0,0,0,1172,0.0,0.0,0.0
0.58,4016,0,0,0,1172,0.0,0.0,0.0
0.59,4016,0,0,0,1172,0.0,0.0,0.0
0.6,4016,0,0,0,1172,0.0,0.0,0.0
0.61,4016,0,0,0,1172,0.0,0.0,0.0
0.62,4016,0,0,0,1172,0.0,0.0,0.0
0.63,4016,0,0,0,1172,0.0,0.0,0.0
0.64,4016,0,0,0,1172,0.0,0.0,0.0
0.65,4016,0,0,0,1172,0.0,0.0,0.0
0.66,4016,0,0,0,1172,0.0,0.0,0.0
0.67,4016,0,0,0,1172,0.0,0.0,0.0
0.68,4016,0,0,0,1172,0.0,0.0,0.0
0.69,4016,0,0,0,1172,0.0,0.0,0.0
0.7,4016,0,0,0,1172,0.0,0.0,0.0
0.71,4016,0,0,0,1172,0.0,0.0,0.0
0.72,4016,0,0,0,1172,0.0,0.0,0.0
0.73,4016,0,0,0,1172,0.0,0.0,0.0
0.74,4016,0,0,0,1172,0.0,0.0,0.0
0.75,4016,0,0,0,1172,0.0,0.0,0.0
0.76,4016,0,0,0,1172,0.0,0.0,0.0
0.77,4016,0,0,0,1172,0.0,0.0,0.0
0.78,4016,0,0,0,1172,0.0,0.0,0.0
0.79,4016,0,0,0,1172,0.0,0.0,0.0
0.8,4016,0,0,0,1172,0.0,0.0,0.0
0.81,4016,0,0,0,1172,0.0,0.0,0.0
0.82,4016,0,0,0,1172,0.0,0.0,0.0
0.83,4016,0,0,0,1172,0.0,0.0,0.0
0.84,4016,0,0,0,1172,0.0,0.0,0.0
0.85,4016,0,0,0,1172,0.0,0.0,0.0
0.86,4016,0,0,0,1172,0.0,0.0,0.0
0.87,4016,0,0,0,1172,0.0,0.0,0.0
0.88,4016,0,0,0,1172,0.0,0.0,0.0
0.89,4016,0,0,0,1172,0.0,0.0,0.0
0.9,4016,0,0,0,1172,0.0,0.0,0.0
0.91,4016,0,0,0,1172,0.0,0.0,0.0
0.92,4016,0,0,0,1172,0.0,0.0,0.0
0.93,4016,0,0,0,1172,0.0,0.0,0.0
0.94,4016,0,0,0,1172,0.0,0.0,0.0
0.95,4016,0,0,0,1172,0.0,0.0,0.0
0.96,4016,0,0,0,1172,0.0,0.0,0.0
0.97,4016,0,0,0,1172,0.0,0.0,0.0
0.98,4016,0,0,0,1172,0.0,0.0,0.0
0.99,4016,0,0,0,1172,0.0,0.0,0.0
