thr,n_gt,n_hit,n_hit_family,n_fp,n_scans,sensitivity,sensitivity_family,fp_per_scan
0.01,3401,1206,671,72762,1172,0.3546015877683034,0.19729491326080564,62.08361774744027
0.02,3401,1206,671,69920,1172,0.3546015877683034,0.19729491326080564,59.658703071672356
0.03,3401,1206,671,67204,1172,0.3546015877683034,0.19729491326080564,57.341296928327644
0.04,3401,1206,671,57933,1172,0.3546015877683034,0.19729491326080564,49.43088737201365
0.05,3401,1199,668,45411,1172,0.3525433695971773,0.19641281975889444,38.746587030716725
0.06,3401,1177,657,34394,1172,0.34607468391649515,0.19317847691855336,29.34641638225256
0.07,3401,1143,637,26237,1172,0.33607762422816817,0.1872978535724787,22.38651877133106
0.08,3401,1086,595,20610,1172,0.31931784769185534,0.17494854454572184,17.585324232081913
0.09,3401,1033,558,16550,1172,0.3037341958247574,0.16406939135548368,14.121160409556314
0.1,3401,973,516,13149,1172,0.2860923257865334,0.15172008232872686,11.219283276450511
0.11,3401,906,476,10278,1172,0.26639223757718317,0.1399588356365775,8.76962457337884
0.12,3401,848,455,8051,1172,0.2493384298735666,0.13378418112319906,6.8694539249146755
0.13,3401,799,430,6339,1172,0.23493090267568362,0.1264334019406057,5.408703071672355
0.14,3401,750,405,5072,1172,0.22052337547780065,0.11908262275801235,4.32764505119454
0.15,3401,692,382,4136,1172,0.20346956777418407,0.11231990591002647,3.52901023890785
0.16,3401,640,357,3305,1172,0.1881799470743899,0.10496912672743311,2.819965870307167
0.17,3401,575,329,2624,1172,0.16906792119964717,0.09673625404292856,2.2389078498293515
0.18,3401,515,299,2061,1172,0.1514260511614231,0.08791531902381652,1.7585324232081911
0.19,3401,459,273,1575,1172,0.134960305792414,0.08027050867391944,1.3438566552901023
0.2,3401,410,249,1148,1172,0.12055277859453102,0.07321376065862982,0.9795221843003413
0.21,3401,361,216,832,1172,0.10614525139664804,0.0635107321376066,0.7098976109215017
0.22,3401,301,186,582,1172,0.08850338135842399,0.05468979711849456,0.49658703071672355
0.23,3401,229,142,417,1172,0.06733313731255514,0.04175242575713026,0.35580204778157
0.24,3401,184,118,277,1172,0.05410173478388709,0.03469567774184063,0.2363481228668942
0.25,3401,153,101,186,1172,0.04498676859747133,0.029697147897677155,0.15870307167235495
0.26,3401,125,85,123,1172,0.03675389591296677,0.024992649220817408,0.10494880546075085
0.27,3401,98,67,89,1172,0.02881505439576595,0.01970008820935019,0.07593856655290103
0.28,3401,83,55,63,1172,0.024404586886209938,0.016171714201705382,0.0537542662116041
0.29,3401,68,44,39,1172,0.019994119376653924,0.012937371361364304,0.033276450511945395
0.3,3401,50,32,24,1172,0.014701558365186709,0.009408997353719493,0.020477815699658702
0.31,3401,34,23,16,1172,0.009997059688326962,0.006762716847985887,0.013651877133105802
0.32,3401,30,20,13,1172,0.008820935019112026,0.005880623346074684,0.011092150170648464
0.33,3401,21,15,8,1172,0.006174654513378418,0.004410467509556013,0.006825938566552901
0.34,3401,17,12,5,1172,0.004998529844163481,0.0035283740076448105,0.004266211604095563
0.35,3401,14,9,3,1172,0.004116436342252279,0.0026462805057336078,0.002559726962457338
0.36,3401,11,7,1,1172,0.003234342840341076,0.0020582181711261394,0.0008532423208191126
0.37,3401,5,2,1,1172,0.001470155836518671,0.0005880623346074683,0.0008532423208191126
0.38,3401,4,2,1,1172,0.0011761246692149367,0.0005880623346074683,0.0008532423208191126
0.39,3401,4,2,1,1172,0.0011761246692149367,0.0005880623346074683,0.0008532423208191126
0.4,3401,3,1,0,1172,0.0008820935019112026,0.00029403116730373417,0.0
0.41,3401,2,1,0,1172,0.0005880623346074683,0.00029403116730373417,0.0
0.42,3401,2,1,0,1172,0.0005880623346074683,0.00029403116730373417,0.0
0.43,3401,1,1,0,1172,0.00029403116730373417,0.00029403116730373417,0.0
0.44,3401,1,1,0,1172,0.00029403116730373417,0.00029403116730373417,0.0
0.45,3401,1,1,0,1172,0.00029403116730373417,0.00029403116730373417,0.0
0.46,3401,1,1,0,1172,0.00029403116730373417,0.00029403116730373417,0.0
