thr,n_gt,n_hit,n_hit_family,n_fp,n_scans,sensitivity,sensitivity_family,fp_per_scan
0.01,3401,1236,774,78747,1172,0.3634225227874155,0.22758012349309026,67.19027303754267
0.02,3401,1236,774,78018,1172,0.3634225227874155,0.22758012349309026,66.56825938566553
0.03,3401,1236,774,76192,1172,0.3634225227874155,0.22758012349309026,65.01023890784982
0.04,3401,1235,774,70479,1172,0.36312849162011174,0.22758012349309026,60.13566552901024
0.05,3401,1231,772,55120,1172,0.3619523669508968,0.2269920611584828,47.03071672354949
0.06,3401,1222,769,39659,1172,0.3593060864451632,0.2261099676565716,33.83873720136519
0.07,3401,1209,760,29126,1172,0.3554836812702146,0.22346368715083798,24.851535836177476
0.08,3401,1183,743,22448,1172,0.34783887092031757,0.2184651573066745,19.15358361774744
0.09,3401,1141,713,17718,1172,0.3354895618935607,0.2096442222875625,15.117747440273037
0.1,3401,1087,674,13878,1172,0.3196118788591591,0.19817700676271685,11.841296928327646
0.11,3401,1000,612,10598,1172,0.2940311673037342,0.17994707438988533,9.042662116040956
0.12,3401,929,565,7975,1172,0.27315495442516907,0.16612760952660982,6.804607508532423
0.13,3401,860,527,6037,1172,0.2528668038812114,0.15495442516906793,5.151023890784983
0.14,3401,786,494,4623,1172,0.2311084975007351,0.1452513966480447,3.9445392491467577
0.15,3401,701,434,3606,1172,0.20611584827991766,0.12760952660982064,3.07679180887372
0.16,3401,634,401,2859,1172,0.18641576007056748,0.11790649808879741,2.439419795221843
0.17,3401,561,361,2218,1172,0.1649514848573949,0.10614525139664804,1.8924914675767919
0.18,3401,493,328,1692,1172,0.14495736548074095,0.09644222287562482,1.4436860068259385
0.19,3401,439,306,1212,1172,0.1290796824463393,0.08997353719494267,1.0341296928327646
0.2,3401,374,259,866,1172,0.10996765657159659,0.07615407233166716,0.7389078498293515
0.21,3401,323,229,616,1172,0.09497206703910614,0.06733313731255514,0.5255972696245734
0.22,3401,265,191,436,1172,0.07791825933548956,0.056159952955013234,0.3720136518771331
0.23,3401,221,161,288,1172,0.06498088797412525,0.04733901793590121,0.24573378839590443
0.24,3401,191,137,189,1172,0.056159952955013234,0.04028226992061158,0.1612627986348123
0.25,3401,156,107,123,1172,0.04586886209938253,0.031461334901499556,0.10494880546075085
0.26,3401,127,89,81,1172,0.03734195824757424,0.026168773890032342,0.06911262798634812
0.27,3401,99,70,55,1172,0.029109085563069684,0.020582181711261395,0.04692832764505119
0.28,3401,82,56,38,1172,0.024110555718906204,0.016465745369009115,0.032423208191126277
0.29,3401,59,41,27,1172,0.017347838870920316,0.012055277859453102,0.02303754266211604
0.3,3401,47,35,18,1172,0.013819464863275507,0.010291090855630698,0.015358361774744027
0.31,3401,36,28,15,1172,0.010585122022934431,0.008232872684504558,0.012798634812286689
0.32,3401,27,21,11,1172,0.007938841517200824,0.006174654513378418,0.00938566552901024
0.33,3401,23,18,8,1172,0.006762716847985887,0.0052925610114672155,0.006825938566552901
0.34,3401,16,13,4,1172,0.004704498676859747,0.0038224051749485444,0.0034129692832764505
0.35,3401,14,11,4,1172,0.004116436342252279,0.003234342840341076,0.0034129692832764505
0.36,3401,10,9,2,1172,0.002940311673037342,0.0026462805057336078,0.0017064846416382253
0.37,3401,8,7,2,1172,0.0023522493384298734,0.0020582181711261394,0.0017064846416382253
0.38,3401,5,4,2,1172,0.001470155836518671,0.0011761246692149367,0.0017064846416382253
0.39,3401,2,2,1,1172,0.0005880623346074683,0.0005880623346074683,0.0008532423208191126
0.4,3401,2,2,0,1172,0.0005880623346074683,0.0005880623346074683,0.0
0.41,3401,1,1,0,1172,0.00029403116730373417,0.00029403116730373417,0.0
0.42,3401,1,1,0,1172,0.00029403116730373417,0.00029403116730373417,0.0
0.43,3401,1,1,0,1172,0.00029403116730373417,0.00029403116730373417,0.0
0.44,3401,1,1,0,1172,0.00029403116730373417,0.00029403116730373417,0.0
0.45,3401,1,1,0,1172,0.00029403116730373417,0.00029403116730373417,0.0
0.46,3401,0,0,0,1172,0.0,0.0,0.0
0.47,3401,0,0,0,1172,0.0,0.0,0.0
0.48,3401,0,0,0,1172,0.0,0.0,0.0
0.49,3401,0,0,0,1172,0.0,0.0,0.0
0.5,3401,0,0,0,1172,0.0,0.0,0.0
0.51,3401,0,0,0,1172,0.0,0.0,0.0
0.52,3401,0,0,0,1172,0.0,0.0,0.0
0.53,3401,0,0,0,1172,0.0,0.0,0.0
0.54,3401,0,0,0,1172,0.0,0.0,0.0
0.55,3401,0,0,0,1172,0.0,0.0,0.0
0.56,3401,0,0,0,1172,0.0,0.0,0.0
0.57,3401,0,0,0,1172,0.0,0.0,0.0
0.58,3401,0,0,0,1172,0.0,0.0,0.0
0.59,3401,0,0,0,1172,0.0,0.0,0.0
0.6,3401,0,0,0,1172,0.0,0.0,0.0
0.61,3401,0,0,0,1172,0.0,0.0,0.0
0.62,3401,0,0,0,1172,0.0,0.0,0.0
0.63,3401,0,0,0,1172,0.0,0.0,0.0
0.64,3401,0,0,0,1172,0.0,0.0,0.0
0.65,3401,0,0,0,1172,0.0,0.0,0.0
0.66,3401,0,0,0,1172,0.0,0.0,0.0
0.67,3401,0,0,0,1172,0.0,0.0,0.0
0.68,3401,0,0,0,1172,0.0,0.0,0.0
0.69,3401,0,0,0,1172,0.0,0.0,0.0
0.7,3401,0,0,0,1172,0.0,0.0,0.0
0.71,3401,0,0,0,1172,0.0,0.0,0.0
0.72,3401,0,0,0,1172,0.0,0.0,0.0
0.73,3401,0,0,0,1172,0.0,0.0,0.0
0.74,3401,0,0,0,1172,0.0,0.0,0.0
0.75,3401,0,0,0,1172,0.0,0.0,0.0
0.76,3401,0,0,0,1172,0.0,0.0,0.0
0.77,3401,0,0,0,1172,0.0,0.0,0.0
0.78,3401,0,0,0,1172,0.0,0.0,0.0
0.79,3401,0,0,0,1172,0.0,0.0,0.0
0.8,3401,0,0,0,1172,0.0,0.0,0.0
0.81,3401,0,0,0,1172,0.0,0.0,0.0
0.82,3401,0,0,0,1172,0.0,0.0,0.0
0.83,3401,0,0,0,1172,0.0,0.0,0.0
0.84,3401,0,0,0,1172,0.0,0.0,0.0
0.85,3401,0,0,0,1172,0.0,0.0,0.0
0.86,3401,0,0,0,1172,0.0,0.0,0.0
0.87,3401,0,0,0,1172,0.0,0.0,0.0
0.88,3401,0,0,0,1172,0.0,0.0,0.0
0.89,3401,0,0,0,1172,0.0,0.0,0.0
0.9,3401,0,0,0,1172,0.0,0.0,0.0
0.91,3401,0,0,0,1172,0.0,0.0,0.0
0.92,3401,0,0,0,1172,0.0,0.0,0.0
0.93,3401,0,0,0,1172,0.0,0.0,0.0
0.94,3401,0,0,0,1172,0.0,0.0,0.0
0.95,3401,0,0,0,1172,0.0,0.0,0.0
0.96,3401,0,0,0,1172,0.0,0.0,0.0
0.97,3401,0,0,0,1172,0.0,0.0,0.0
0.98,3401,0,0,0,1172,0.0,0.0,0.0
0.99,3401,0,0,0,1172,0.0,0.0,0.0
